,Passage,Summary,Style
10,"옛날 옛적 깊은 산 속에 가난하지만 사이좋은 오누이와 그 홀어머니 가족이 살고 있었다. 오누이의 아버지는 일찍 세상을 떠났고, 어머니 혼자 집으로부터 몇 고개를 넘어가야 나오는 먼 거리의 장터에 떡을 내다 파는 일을 하며 생계를 책임지고 있었다. 그러던 어느 늦은 밤 장터에서 팔다 남은 떡을 가지고 집으로 돌아오는 길. 어머니는 첫번째 고개에서 호랑이를 만났고, 호랑이가 “떡 하나 주면 안 잡아먹지.”라고 위협하자 어머니는 벌벌 떨며 떡을 하나 던져줬다. 그 떡을 먹고 가버린 줄 알았으나, 호랑이는 어머니가 고개를 하나하나 넘을 때마다 계속해서 똑같이 나타나 똑같은 대사를 반복하며 떡을 하나씩 뺏어먹었다. 그렇게 떡이 다 떨어지자 호랑이는 어머니까지 먹어버렸다. 그러고도 배가 덜 찬 호랑이는 아예 오누이까지 잡아먹으려고 어머니의 옷을 입고 위장한 채로 그 집을 찾아갔다. 아직 어린 여동생은 대뜸 문 밖 발소리만 듣고 어머니가 온 줄 알고 기뻐하며 바로 문을 열려 했지만, 판단력이 있었던 오빠는 여동생을 제지한 후 목소리를 내서 어머니인 것을 증명해 보라고 했다. 하지만 호랑이의 목소리가 사람의 목소리처럼 나올 순 없는 법. 호랑이는 목이 쉬어서 그렇다며 둘러댔고, 오빠가 이번에는 손을 내밀어 보라고 했다. 그 말에 호랑이가 문풍지를 뚫고 앞발을 보여주었고, 오빠는 이것은 엄마의 손이 아니라며 의심하자 호랑이는 오랜 시간 동안 일을 해서 손이 거칠어졌다며 또 둘러댔다. 그러나 문풍지 구멍 밖으로 보이는 호랑이의 희번덕한 노란 눈을 보자마자 오누이는 호랑이의 정체를 알아차렸고, 몰래 뒷문으로 빠져나와 나무 위로 몸을 피했다.","옛날 옛적 깊은 산 속에 가난하지만 사이좋은 오누이와 그 홀어머니 가족이 살고 있었다. 그러던 어느 늦은 밤 장터에서 팔다 남은 떡을 가지고 집으로 돌아오는 길. 어머니는 첫번째 고개에서 호랑이를 만났고, 호랑이가 “떡 하나 주면 안 잡아먹지.”라고 위협하자 어머니는 벌벌 떨며 떡을 하나 던져줬다. 그렇게 떡이 다 떨어지자 호랑이는 어머니까지 먹어버렸다. 그러고도 배가 덜 찬 호랑이는 아예 오누이까지 잡아먹으려고 어머니의 옷을 입고 위장한 채로 그 집을 찾아갔다. 그러나 문풍지 구멍 밖으로 보이는 호랑이의 희번덕한 노란 눈을 보자마자 오누이는 호랑이의 정체를 알아차렸고, 몰래 뒷문으로 빠져나와 나무 위로 몸을 피했다.",horror fairy tale
11,"오누이는 호랑이를 피해 계속 올라가 나무의 꼭대기까지 다다랐다. 더 이상 올라갈 곳이 없자 오누이는 지푸라기라도 잡는 심정으로 눈물을 흘리며 하늘을 향해 싹싹 빌기 시작했다. “하느님, 저희를 구해주시려면 새 동아줄을 내려주시고 그렇지 않으면 썩은 동아줄을 내려주세요.” 그러자 정말로 하늘에서 새 동아줄이 스르륵 내려왔고, 오누이는 그 동아줄을 타고 하늘로 올라가서 가까스로 목숨을 건졌다. 이를 본 호랑이도 하늘에 대고 같은 소원을 빌었지만, 이미 하늘 위에서 지금까지의 과정들을 다 내려다보고 있었던 하느님이 이런 못된 놈을 살려줄 리가 만무했고, 그에게는 썩은 동아줄을 내려주었다. 이것도 모른 채 그걸 잡고 좋아라 하늘로 올라가던 호랑이는 도중에 줄이 끊어지면서 떨어져 죽고 말았다. 이 때 호랑이의 피가 배어 수수밭의 수수가 붉게 변했다고 한다. 그렇게 하늘로 올라간 오누이는 각각 동생이 달님, 오빠가 해님이 되었다. 그런데 아직 어린 동생은 어두운 밤을 무서워해 하느님께 역할을 바꿔달라고 사정한 끝에 오빠가 대신 달님이 되고, 동생은 해님이 되었다. 또 동생은 수줍음이 많아 사람들이 자신을 볼 때마다 제대로 보지 못하게 밝은 빛을 내리쬐었고, 그 이후로 사람들은 태양을 보면 몹시 눈이 부시게 되었다고 한다.","오누이는 호랑이를 피해 계속 올라가 나무의 꼭대기까지 다다랐다. 더 이상 올라갈 곳이 없자 오누이는 지푸라기라도 잡는 심정으로 눈물을 흘리며 하늘을 향해 싹싹 빌기 시작했다. 그러자 정말로 하늘에서 새 동아줄이 스르륵 내려왔고, 오누이는 그 동아줄을 타고 하늘로 올라가서 가까스로 목숨을 건졌다. 이것도 모른 채 그걸 잡고 좋아라 하늘로 올라가던 호랑이는 도중에 줄이 끊어지면서 떨어져 죽고 말았다. 그렇게 하늘로 올라간 오누이는 각각 동생이 달님, 오빠가 해님이 되었다.",fantasy vivid colors
12,"제페토는 말하는 나무 토막을 집으로 가져가 인형을 깎아 피노키오라는 이름을 붙였다. 피노키오는 신기하게도 웃고 말하고 움직일 수 있었으며, 제페토에게 걸음마를 배우자마자 집 밖으로 뛰쳐나갔다. 제페토는 피노키오를 잡으려 쫓아나갔다가 아동 학대범 누명을 쓰고 경찰에 체포됐다. 피노키오는 웃으며 집으로 돌아왔지만 먹을 것이 없었다. 자신에게 진실한 충고를 하는 귀뚜라미에게 망치를 던져 죽인 피노키오는 이웃에 먹을 것을 얻으러 갔다가 물벼락만 뒤집어쓴 채 집으로 돌아와 젖은 다리를 말리려 화덕에 발을 올리고 잠을 청했다가 두 다리가 모두 불타 버렸다. 다음날 아침 경찰에서 석방된 제페토는 집으로 돌아와서 피노키오를 단단히 혼내려 했으나 다리가 타 버린 피노키오가 측은해져 새 다리를 만들어 주었다. 피노키오는 학교에 가고 싶다고 하고, 제페토는 자신의 겉옷을 팔아 피노키오에게 교과서를 사 주었다. 피노키오는 학교로 가는 길에 서커스단과 마주쳤고, 신발을 던져 점을 쳐서 학교로 갈지 서커스를 보러 갈지 결정했다. 학교로 가는 점이 나왔지만, 몇 번이나 계속 점을 쳐 서커스로 가는 점괘가 나오자 교과서를 판 돈으로 서커스 관람료를 내고 입장했다. 서커스단은 마침 인형극을 공연하고 있었다. 그런데 때마침 들어온 피노키오를 보고, 관객들은 인형극은 무시한채 피노키오를 무대로 데려와 껴안으며 즐거워했다. 그 덕분에 인형극은 엉망이 되고 화가 머리끝까지 난 인형 놀잇꾼은 피노키오를 잡아서 기둥에 매달아 버렸다. 인형 놀잇꾼은 저녁밥으로 먹을 양고기를 굽는 화덕에 피노키오를 장작으로 집어넣으려 한다. 피노키오는 자비를 구하자, 인형 놀잇꾼은 피노키오 대신 다른 인형을 장작으로 쓰겠다고 말했다. 그러자 피노키오는 자신을 대신 때라고 나섰고, 인형 놀잇꾼은 피노키오의 용기에 감탄해 두 인형을 모두 살려 주고는 피노키오에게 금화 다섯 닢을 주고 집으로 돌려보냈다.","제페토는 말하는 나무 토막을 집으로 가져가 인형을 깎아 피노키오라는 이름을 붙였다. 자신에게 진실한 충고를 하는 귀뚜라미에게 망치를 던져 죽인 피노키오는 이웃에 먹을 것을 얻으러 갔다가 물벼락만 뒤집어쓴 채 집으로 돌아와 젖은 다리를 말리려 화덕에 발을 올리고 잠을 청했다가 두 다리가 모두 불타 버렸다. 피노키오는 학교에 가고 싶다고 하고, 제페토는 자신의 겉옷을 팔아 피노키오에게 교과서를 사 주었다. 피노키오는 학교로 가는 길에 서커스단과 마주쳤고, 신발을 던져 점을 쳐서 학교로 갈지 서커스를 보러 갈지 결정했다. 서커스단은 마침 인형극을 공연하고 있었다. 그런데 때마침 들어온 피노키오를 보고, 관객들은 인형극은 무시한채 피노키오를 무대로 데려와 껴안으며 즐거워했다. 그 덕분에 인형극은 엉망이 되고 화가 머리끝까지 난 인형 놀잇꾼은 피노키오를 잡아서 기둥에 매달아 버렸다. 그러자 피노키오는 자신을 대신 때라고 나섰고, 인형 놀잇꾼은 피노키오의 용기에 감탄해 두 인형을 모두 살려 주고는 피노키오에게 금화 다섯 닢을 주고 집으로 돌려보냈다.",fantasy vivid colors
13,"피노키오는 자신의 지난 일을 이야기하고 소녀는 피노키오에게 금화의 행방을 물었다. 피노키오는 잃어버렸다고 대답했는데, 그 때 피노키오의 코가 갑자기 길어졌다. 당황한 피노키오가 약을 먹다가 삼켜 버렸다고 하자 코는 한층 더 길어졌다. 피노키오가 코를 주체하지 못하고 엉엉 울자 소녀는 딱따구리 떼를 불러 피노키오의 코를 쪼아내게 했다. 코가 원래대로 돌아온 피노키오에게 소녀는 자신과 함께 살자고 제안하고 피노키오는 아버지를 생각해 거절하나, 소녀는 이미 제페토에게 기별을 해 그 날 저녁이면 도착할 것이라고 말했다. 피노키오는 제페토를 마중하러 숲을 나왔다. 숲 언저리에서 여우와 고양이를 다시 만난 피노키오는 강도에게 쫓긴 이야기를 하는데 고양이의 앞발 한 쪽이 잘려나간 것을 보았다. 여우는 고양이가 굶주린 동물에게 자신의 한 쪽 앞발을 잘라주었다고 둘러대고 피노키오를 바보 나라의 벌판으로 데려가 금화를 심게 했다. 20분 후에 돌아오라고 한 후 둘은 어디론가 가 버렸다. 피노키오는 희망에 부풀어 20분 동안 주변을 거니는데 앵무새가 멍청이를 비웃는 말을 하자, 자신이라고 바로 알아듣고는 금화를 심은 곳으로 가 땅을 팠다. 하지만 금화는 두 도둑이 이미 훔쳐간 뒤였다. 피노키오는 바보 나라의 재판관에게 두 도둑을 신고했고, 재판관은 피노키오를 감옥에 가둬 버리라고 명했다. 피노키오는 감옥에 4개월동안 갇혀 있었다. 4개월 후 바보 나라의 왕이 전쟁에서 이겨 죄인들을 모두 특별사면하라는 명령을 내린다. 피노키오도 나가려 했으나 간수는 죄수만이 석방되며 결백한 사람은 그냥 갇혀 있어야 한다고 내보내 주지 않았다. 피노키오는 자신도 죄인이라고 주장하자 간수는 인사까지 하며 피노키오를 보내 주었다.","피노키오는 자신의 지난 일을 이야기하고 소녀는 피노키오에게 금화의 행방을 물었다. 피노키오는 잃어버렸다고 대답했는데, 그 때 피노키오의 코가 갑자기 길어졌다. 여우는 고양이가 굶주린 동물에게 자신의 한 쪽 앞발을 잘라주었다고 둘러대고 피노키오를 바보 나라의 벌판으로 데려가 금화를 심게 했다. 하지만 금화는 두 도둑이 이미 훔쳐간 뒤였다. 피노키오는 바보 나라의 재판관에게 두 도둑을 신고했고, 재판관은 피노키오를 감옥에 가둬 버리라고 명했다. 피노키오는 자신도 죄인이라고 주장하자 간수는 인사까지 하며 피노키오를 보내 주었다.",fantasy vivid colors
14,"어떤 곳에 엄마 염소와 아기 염소들이 살고 있었다. 어느 날 막내의 생일을 맞아서 엄마 염소가 시장으로 먹을 것을 사러 가게 되어 아기염소들에게 ""엄마 시장보고 올 동안 집 잘 보고 있어라, 그리고 아무한테나 함부로 문 열어주지 마라. 특히 늑대를 조심해야 한다. 늑대는 변장을 잘하고 손이 시커멓고 목소리가 굵고 거칠고 쉬어 터졌기 때문에 금방 알아챌 수 있단다. 늑대가 들어오면 너희들을 다 잡아먹을 것이다. 엄마가 맞으면 열어주어라.""라며 주의를 주고 나간 뒤 늑대가 찾아왔다. 늑대는 아기 염소들에게 엄마라고 하면서 문을 열라고 했지만, 아기 염소들은 거친 목소리를 들은 다음 ""누가 속을 줄 알아? 넌 우리 엄마가 아니야! 우리 엄마 목소리가 얼마나 예쁜데? 목소리가 이렇게 굵고 거칠고 쉬어 터졌으면 네가 늑대라는 거지!""라고 하면서 속지 않았다. 그러자 늑대가 제과점으로 가서 꿀이 뚝뚝 떨어지는 케이크를 먹어서[2] 목소리를 곱게 한 다음[3] 다시 염소네 집으로 가서 문을 두드렸지만, 아기 염소들은 늑대의 시커먼 손을 보고는 정체를 눈치챘다. 그러자 늑대가 다시 제과점으로 가서 주인에게 밀가루를 빌려달라고 했다가 보기 좋게 거절을 당하고 빗자루 타작만 당한 뒤 이번에는 방앗간으로 가서 밀가루를 손에 바른 뒤에 다시 염소 가족의 집으로 가서 하얗게 칠한 손을 내밀었다. 문 틈으로 흰 손을 본 아기염소들은 엄마가 왔다고 생각하면서 문을 열어준 결과 간발의 차이로 벽시계 속에 숨은 막내만 빼고 모두 잡아 먹혔다.","어떤 곳에 엄마 염소와 아기 염소들이 살고 있었다. 어느 날 막내의 생일을 맞아서 엄마 염소가 시장으로 먹을 것을 사러 가게 되어 아기염소들에게 ""엄마 시장보고 올 동안 집 잘 보고 있어라, 그리고 아무한테나 함부로 문 열어주지 마라. 특히 늑대를 조심해야 한다. 늑대는 변장을 잘하고 손이 시커멓고 목소리가 굵고 거칠고 쉬어 터졌기 때문에 금방 알아챌 수 있단다. 늑대가 들어오면 너희들을 다 잡아먹을 것이다. 엄마가 맞으면 열어주어라.""라며 주의를 주고 나간 뒤 늑대가 찾아왔다. 늑대는 아기 염소들에게 엄마라고 하면서 문을 열라고 했지만, 아기 염소들은 거친 목소리를 들은 다음 ""누가 속을 줄 알아? 넌 우리 엄마가 아니야! 우리 엄마 목소리가 얼마나 예쁜데? 목소리가 이렇게 굵고 거칠고 쉬어 터졌으면 네가 늑대라는 거지!""라고 하면서 속지 않았다. 그러자 늑대가 다시 제과점으로 가서 주인에게 밀가루를 빌려달라고 했다가 보기 좋게 거절을 당하고 빗자루 타작만 당한 뒤 이번에는 방앗간으로 가서 밀가루를 손에 바른 뒤에 다시 염소 가족의 집으로 가서 하얗게 칠한 손을 내밀었다. 문 틈으로 흰 손을 본 아기염소들은 엄마가 왔다고 생각하면서 문을 열어준 결과 간발의 차이로 벽시계 속에 숨은 막내만 빼고 모두 잡아 먹혔다.",horror fairy tale
15,"라푼첼은 금실 같이 훌륭하고 엄청나게 기다란 머리카락을 가지고 있었거든요. 그래서 여자마법사의 목소리가 들리면, 땋았던 머리카락을 풀어 창문 고리들 중 하나에 감고서 20미터 아래까지 머리카락을 늘어뜨리면 여자마법사가 그걸 잡고서 올라왔어요. 일 이 년 후, 왕자님이 말을 타고 숲에 들어오셨다 그 탑을 지나가게 되었어요. 그런데 어디서 매우 아름다운 노랫소리가 들려 왕자님은 멈춰 서서 듣고 있었답니다. 그 목소리는 라푼첼의 목소리였어요. 그녀는 사랑스러운 목소리를 가졌는데 심심할 때면 고독함을 달래기 위해 노래를 불렀답니다. 왕자님은 그녀가 있는 곳까지 올라가고 싶어서 탑의 문을 찾아보았지만 그 어디에도 출입구는 없었어요. 그래서 일단 돌아갔는데 어쨌든 이번 일로 왕자님은 그녀의 노랫소리에 큰 감명을 받았답니다. 이후 왕자님은 매일 숲으로 와서 그녀의 노랫소리를 들었어요. 그러다 한 번은 나무 아래에 서 있는데, 여자마법사가 거리로 오지 뭐예요. 곧 그 여자마법사가 어찌어찌 소리치는 게 들렸어요. “라푼첼아, 라푼첼아, 네 머리카락을 아래로 내려주렴.” 라푼첼이 자신의 땋은 머리를 내려주자 여자마법사가 그걸 잡고 탑으로 올라갔어요. “그녀의 머리카락이 사다리 역할을 하는 거라면, 나도 한번 운을 시험해보리라.”라고 왕자님은 말했어요. 다음날 어둠이 깔리기 시작할 무렵에 왕자님은 탑으로 가 소리쳤어요. “라푼첼아, 라푼첼아, 네 머리카락을 아래로 내려주렴.” 그 즉시 머리카락이 내려와 왕자님은 부여잡고 올라갔어요.","라푼첼은 금실 같이 훌륭하고 엄청나게 기다란 머리카락을 가지고 있었거든요. 그래서 여자마법사의 목소리가 들리면, 땋았던 머리카락을 풀어 창문 고리들 중 하나에 감고서 20미터 아래까지 머리카락을 늘어뜨리면 여자마법사가 그걸 잡고서 올라왔어요. 일 이 년 후, 왕자님이 말을 타고 숲에 들어오셨다 그 탑을 지나가게 되었어요. 왕자님은 그녀가 있는 곳까지 올라가고 싶어서 탑의 문을 찾아보았지만 그 어디에도 출입구는 없었어요. 다음날 어둠이 깔리기 시작할 무렵에 왕자님은 탑으로 가 소리쳤어요. “라푼첼아, 라푼첼아, 네 머리카락을 아래로 내려주렴.” 그 즉시 머리카락이 내려와 왕자님은 부여잡고 올라갔어요.",fantasy vivid colors
16,왕자님은 상심에 그만 제 정신을 잃고 절망감에 그만 탑에서 뛰어내리고 말았어요. 다행히 죽지는 않았지만 떨어질 때 가시나무에 떨어지는 바람에 두 눈을 가시에 찔리고 말았어요. 이후 왕자님은 눈이 먼 상태에서 숲을 방황했어요. 그렇게 왕자님은 뿌리와 열매 외엔 아무 것도 먹지 못했답니다. 그리고 사랑하는 아내를 잃은 것이 너무도 슬퍼 하염없는 눈물말 흘리셨어요. 그렇게 수년간을 비탄에 잠겨 떠돌아다니시다 마침내 라푼첼이 살고 있는 ‘황무지’(사람의 손이 가지 않은 거칠고 쓸모없는 땅)에까지 다다르게 되셨어요. 그 황무지는 라푼첼이 쌍둥이 남매(오빠와 여동생)를 낳고 가엾게 살고 있던 곳이었어요. 왕자님은 너무도 친숙한 라푼첼의 목소리가 들리자 앞으로 나아갔어요. 왕자님이 다가오자마자 라푼첼은 그를 알아보고 목을 감사며 안겨서 울었어요. 그때 라푼첼의 눈물 두 방울이 왕자님의 눈들을 젖셨어요. 그러자 왕자님의 시력이 점점 밝아지며 급기야 예전처럼 라푼첼을 볼 수 있게 되었어요. 왕자님은 라푼첼을 데리고 자신의 왕국으로 돌아갔어요. 왕국에서도 왕자님 일행을 대환영해주었어요. 이후 그들은 행복해하고 만족해하며 오래토록 잘 살았답니다.,왕자님은 상심에 그만 제 정신을 잃고 절망감에 그만 탑에서 뛰어내리고 말았어요. 다행히 죽지는 않았지만 떨어질 때 가시나무에 떨어지는 바람에 두 눈을 가시에 찔리고 말았어요. 왕자님은 너무도 친숙한 라푼첼의 목소리가 들리자 앞으로 나아갔어요. 왕자님이 다가오자마자 라푼첼은 그를 알아보고 목을 감사며 안겨서 울었어요. 그러자 왕자님의 시력이 점점 밝아지며 급기야 예전처럼 라푼첼을 볼 수 있게 되었어요. 왕자님은 라푼첼을 데리고 자신의 왕국으로 돌아갔어요. 왕국에서도 왕자님 일행을 대환영해주었어요. 이후 그들은 행복해하고 만족해하며 오래토록 잘 살았답니다.,fantasy vivid colors
17,"헨젤과 그레텔은 가난한 나무꾼의 아이들이다. 가난을 두려워한 계모는 남편에게 아이들을 숲 속에 버리라고 종용한다. 헨젤과 그레텔은 그녀의 계획을 듣고 집으로 가는 길을 표시하기 위해 하얀 조약돌을 모은다. 그들이 돌아오자 계모는 다시 아이들을 버릴 것을 이야기한다. 그때는 헨젤과 그레텔에겐 표식을 남길 것이 없었다. 다음 번에는 빵 조각으로 길을 표시하지만, 불행하게도 숲의 동물들이 빵 조각을 먹어버려 헨젤과 그레텔은 길을 잃고 만다. 숲 속에서 길을 잃은 그들은 빵과 설탕 창문으로 만들어진 집을 발견한다. 이 집에 거주하는 노파는 그들을 안으로 초대하고 그들을 위해 축제를 준비한다. 하지만 그녀는 사실 마녀이고 그 집은 아이들을 꾀기 위해 지은 것인데 아이들이 살이 찌면 마녀가 잡아 먹는 것이었다. 마녀는 헨젤을 우리에 가두었고 그레텔을 하녀로 삼는다. 마녀는 헨젤을 끓일 준비를 하는 동안 그레텔에게 올라가서 빵을 굽는 오븐이 준비가 되었는지 확인하라고 한다. 하지만, 그레텔은 마녀가 그녀를 구울 생각임을 알고 꾀를 내어 마녀를 오븐 속으로 들어가게 하고 뒤에서 오븐을 잠근다. 마녀의 집에서 보석을 가지고 나온 후 집으로 돌아가 아버지와 재회하는데 계모는 이미 죽은 이후였다. 이로써 모든 근심은 끝나고 그 후로 그들은 오랫동안 행복하게 살았다.","헨젤과 그레텔은 가난한 나무꾼의 아이들이다. 가난을 두려워한 계모는 남편에게 아이들을 숲 속에 버리라고 종용한다. 헨젤과 그레텔은 그녀의 계획을 듣고 집으로 가는 길을 표시하기 위해 하얀 조약돌을 모은다. 다음 번에는 빵 조각으로 길을 표시하지만, 불행하게도 숲의 동물들이 빵 조각을 먹어버려 헨젤과 그레텔은 길을 잃고 만다. 숲 속에서 길을 잃은 그들은 빵과 설탕 창문으로 만들어진 집을 발견한다. 이 집에 거주하는 노파는 그들을 안으로 초대하고 그들을 위해 축제를 준비한다. 하지만 그녀는 사실 마녀이고 그 집은 아이들을 꾀기 위해 지은 것인데 아이들이 살이 찌면 마녀가 잡아 먹는 것이었다. 하지만, 그레텔은 마녀가 그녀를 구울 생각임을 알고 꾀를 내어 마녀를 오븐 속으로 들어가게 하고 뒤에서 오븐을 잠근다. 마녀의 집에서 보석을 가지고 나온 후 집으로 돌아가 아버지와 재회하는데 계모는 이미 죽은 이후였다. 이로써 모든 근심은 끝나고 그 후로 그들은 오랫동안 행복하게 살았다.",fantasy vivid colors
18,"아이를 간절히 원하던 어느 왕과 왕비가 귀여운 딸을 얻게 되었다. 공주의 탄생을 축하하기 위해 왕은 나라안의 마법사를 초대하기로 했다. 손님을 대접할 황금 접시가 12개밖에 없었기 때문에 부득이하게 왕은 열두 명의 마법사밖에 초대할 수가 없었다. 초대받은 마법사들은 한 사람씩 공주에게 마법을 걸어 아름다움, 지혜 등 훌륭한 선물을 주었다. 11번째의 마법사까지 선물을 주었을 때, 초대받지 못한 13번째 마법사가 나타나 ""공주는 물레 바늘에 찔려 죽을 것이다"" 라고 저주를 걸었다. 미처 선물을 주지 않았던 12번째 마법사는 그 저주를 풀 수는 없었지만 대신 죽음이 아닌 100년 동안의 깊은 잠이 들도록 바꾸었다. 왕은 나라안의 모든 물레를 불태우도록 했고, 이런 사실을 모른 채 공주는 무럭무럭 자라나 15세가 되었다. 혼자서 성을 돌아다니던 공주는 탑 꼭대기에서 실을 잣는 노파를 발견했고, 물레바늘에 손을 찔려 깊은 잠에 빠졌다. 공주뿐만 아니라 왕과 왕비, 성 안의 모든 사람들이 잠이 들었고 성안은 가시덤불이 에워싸 아무도 들어갈 수 없게 되었다. 많은 왕자들이 공주를 구하기 위해 성으로 들어가려고 했지만 모두 실패했다. 100년이 지난 후 근처를 지나가던 한 왕자가 소문을 듣고 성을 찾아왔고, 그는 성으로 들어가 공주에게 입을 맞추었다. 잠에서 깨어난 공주는 왕자와 결혼해 행복하게 살았다.","아이를 간절히 원하던 어느 왕과 왕비가 귀여운 딸을 얻게 되었다. 손님을 대접할 황금 접시가 12개밖에 없었기 때문에 부득이하게 왕은 열두 명의 마법사밖에 초대할 수가 없었다. 11번째의 마법사까지 선물을 주었을 때, 초대받지 못한 13번째 마법사가 나타나 ""공주는 물레 바늘에 찔려 죽을 것이다"" 라고 저주를 걸었다. 미처 선물을 주지 않았던 12번째 마법사는 그 저주를 풀 수는 없었지만 대신 죽음이 아닌 100년 동안의 깊은 잠이 들도록 바꾸었다. 혼자서 성을 돌아다니던 공주는 탑 꼭대기에서 실을 잣는 노파를 발견했고, 물레바늘에 손을 찔려 깊은 잠에 빠졌다. 많은 왕자들이 공주를 구하기 위해 성으로 들어가려고 했지만 모두 실패했다. 100년이 지난 후 근처를 지나가던 한 왕자가 소문을 듣고 성을 찾아왔고, 그는 성으로 들어가 공주에게 입을 맞추었다. 잠에서 깨어난 공주는 왕자와 결혼해 행복하게 살았다.",fantasy vivid colors
19,"아주 옛날 한 마을에 나무꾼이 홀어머니를 모시고 살고 있었다. 어느 날 나무꾼이 부지런히 나무를 베고 있었는데, 사냥꾼에게 쫓기던 사슴 한 마리가 달려와서는 살려 달라고 애원했다. 나무꾼은 쌓아 놓은 나뭇더미 속에 사슴을 숨겨서 사냥꾼으로부터 구해 주었다. 무사히 살아난 사슴은 나무꾼에게 산을 돌아 나가면 하늘의 선녀들이 멱을 감는 연못이 있다고 귀띔해 주었다. 그리고 선녀들이 멱감는 틈을 타서 그중 한 선녀의 날개옷을 감추라고 했다. 하늘로 올라가지 못한 선녀를 집으로 데려와 보살피면 이내 아내가 될 거라고 했다. 그런데 둘이 결혼해서 세 아이를 낳기까지는 날개옷을 깊이 감추고 절대로 보여 주지 말라고 했다. 나무꾼은 연못을 찾아가서 사슴이 일러준 대로 했다. 멱을 다 감은 선녀들이 다들 하늘로 돌아가는데, 날개옷을 도둑맞은 막내 선녀는 그러지 못하고 울고만 있었다. 나무꾼은 막내 선녀를 제 집으로 데리고 와서 아내로 삼았다. ","아주 옛날 한 마을에 나무꾼이 홀어머니를 모시고 살고 있었다. 어느 날 나무꾼이 부지런히 나무를 베고 있었는데, 사냥꾼에게 쫓기던 사슴 한 마리가 달려와서는 살려 달라고 애원했다. 나무꾼은 쌓아 놓은 나뭇더미 속에 사슴을 숨겨서 사냥꾼으로부터 구해 주었다. 나무꾼은 연못을 찾아가서 사슴이 일러준 대로 했다. 멱을 다 감은 선녀들이 다들 하늘로 돌아가는데, 날개옷을 도둑맞은 막내 선녀는 그러지 못하고 울고만 있었다. 나무꾼은 막내 선녀를 제 집으로 데리고 와서 아내로 삼았다.",fantasy vivid colors
20,"나무꾼은 선녀와 수삼 년을 지나는 사이에 아이를 둘 얻었다. 아내는 이제 아이를 둘이나 두었으니 제발 날개옷을 보여 달라고 했다. 결국 나무꾼은 날개 옷을 꺼내 와서 선녀에게 건네 주었다. 아내는 날개옷을 날쌔게 입더니 두 아이의 손을 잡고는 훨훨 날아서 하늘로 올라가 버렸다. 혼자 내버려진 나무꾼에게 사슴이 찾아왔다. 사슴은 연못을 다시 찾아가면 하늘에서 두레박이 내려올 것이라고 했다. 나무꾼은 연못으로 가서 두레박을 타고 하늘로 올라가서 아내와 아이들을 만났다. 그렇지만 나무꾼은 어머니가 걱정이 되어 다시 지상으로 내려가고자 했다. 아내는 천마 한 마리를 내주면서 타고 가서 어머니를 만나되, 무슨 일이 있어도 말에서 내려 땅을 밟지 말라고 했다. 나무꾼은 천마를 타고 지상에 내려와서 어머니를 만났다. 어머니는 아들이 좋아하는 팥죽을 끓여 주었고, 아들은 팥죽이 너무 뜨거운 탓에 먹다가 말 등에 흘리고 말았다. 그러자 말이 기겁하고 뛰는 바람에 나무꾼은 땅바닥에 떨어지고 천마는 하늘로 올라가 버렸다. 다시는 하늘로 못 가게 된 나무꾼은 그 자리에서 닭이 되었다. 그래서는 아침마다 하늘을 향해서 울부짖듯이 울었다.","나무꾼은 선녀와 수삼 년을 지나는 사이에 아이를 둘 얻었다. 아내는 이제 아이를 둘이나 두었으니 제발 날개옷을 보여 달라고 했다. 결국 나무꾼은 날개 옷을 꺼내 와서 선녀에게 건네 주었다. 아내는 날개옷을 날쌔게 입더니 두 아이의 손을 잡고는 훨훨 날아서 하늘로 올라가 버렸다. 나무꾼은 연못으로 가서 두레박을 타고 하늘로 올라가서 아내와 아이들을 만났다. 아내는 천마 한 마리를 내주면서 타고 가서 어머니를 만나되, 무슨 일이 있어도 말에서 내려 땅을 밟지 말라고 했다. 나무꾼은 천마를 타고 지상에 내려와서 어머니를 만났다. 어머니는 아들이 좋아하는 팥죽을 끓여 주었고, 아들은 팥죽이 너무 뜨거운 탓에 먹다가 말 등에 흘리고 말았다. 그러자 말이 기겁하고 뛰는 바람에 나무꾼은 땅바닥에 떨어지고 천마는 하늘로 올라가 버렸다. 다시는 하늘로 못 가게 된 나무꾼은 그 자리에서 닭이 되었다. 그래서는 아침마다 하늘을 향해서 울부짖듯이 울었다.",horror fairy tale
